OrderID;from;Category Name;sales
10586;France;Grains/Cereals;28
10587;France;Dairy Products;187,38
10587;France;Condiments;360
10587;France;Condiments;260
10588;Spain;Seafood;2500
10588;Spain;Grains/Cereals;1400
10589;Denmark;Beverages;72
10590;Denmark;Beverages;360
10590;Denmark;Condiments;780
10591;France;Condiments;140
10591;France;Produce;300
10591;France;Meat/Poultry;372,5
10592;Denmark;Condiments;387,5
10592;Denmark;Confections;156,15
10593;Denmark;Confections;1701
10593;Denmark;Dairy Products;720
10593;Denmark;Beverages;72
10594;France;Grains/Cereals;168
10594;France;Seafood;397,5
10595;Belgium;Beverages;540
10595;Belgium;Condiments;3420
10595;Belgium;Dairy Products;2340
10596;France;Grains/Cereals;190
10596;France;Condiments;1053,6
10596;France;Condiments;232,5
10597;Belgium;Beverages;157,5
10597;Belgium;Grains/Cereals;390
10597;Belgium;Condiments;252,6
10598;Spain;Confections;2195
10598;Spain;Dairy Products;193,5
10599;Belgium;Confections;493
10600;Spain;Meat/Poultry;29,8
10600;Spain;Seafood;450
10601;Austria;Seafood;360
10601;Austria;Dairy Products;1925
10602;France;Condiments;65
10603;France;Grains/Cereals;1008
10603;France;Dairy Products;500
10604;Austria;Confections;76,5
10604;Austria;Beverages;180
10605;Denmark;Confections;523,5
10605;Denmark;Dairy Products;1100
10605;Denmark;Dairy Products;2380
10605;Denmark;Dairy Products;322,5
10606;France;Condiments;440
10606;France;Meat/Poultry;480
10606;France;Dairy Products;493
10607;France;Produce;1350
10607;France;Meat/Poultry;3900
10607;France;Dairy Products;35
10607;France;Seafood;772,8
10607;France;Dairy Products;417,6
10608;France;Grains/Cereals;1064
10609;Austria;Beverages;54
10609;Austria;Seafood;310
10609;Austria;Confections;60
10610;Spain;Seafood;399
10611;France;Condiments;108
10611;France;Condiments;190
10611;France;Dairy Products;510
10612;France;Seafood;2170
10612;France;Seafood;1045
10612;France;Dairy Products;360
10612;France;Dairy Products;1360
10612;France;Condiments;1440
10613;Austria;Seafood;48
10613;Austria;Beverages;310
10614;Belgium;Dairy Products;294
10614;Belgium;Confections;80
10614;Belgium;Beverages;90
10615;France;Meat/Poultry;120
10616;Denmark;Beverages;3952,5
10616;Denmark;Grains/Cereals;532
10616;Denmark;Beverages;225
10616;Denmark;Dairy Products;322,5
10617;Denmark;Dairy Products;1650
10618;Denmark;Condiments;1750
10618;Denmark;Grains/Cereals;760
10618;Denmark;Confections;187,5
10619;Denmark;Confections;420
10619;Denmark;Grains/Cereals;840
10620;Denmark;Beverages;22,5
10620;Denmark;Grains/Cereals;35
10621;Denmark;Confections;46
10621;Denmark;Grains/Cereals;90
10621;Denmark;Beverages;300
10621;Denmark;Dairy Products;322,5
10622;France;Condiments;380
10622;France;Dairy Products;225
10623;Austria;Produce;488,25
10623;Austria;Confections;138
10623;Austria;Confections;250
10623;Austria;Beverages;13,5
10623;Austria;Beverages;540
10624;France;Produce;456
10624;France;Meat/Poultry;742,74
10624;France;Condiments;194,5
10625;Spain;Produce;69,75
10625;Spain;Grains/Cereals;70
10625;Spain;Dairy Products;340
10626;Belgium;Meat/Poultry;393,6
10626;Belgium;Dairy Products;680
10626;Belgium;Dairy Products;430
10627;France;Dairy Products;739,5
10627;France;Seafood;525
10628;Belgium;Beverages;450
10629;Austria;Meat/Poultry;2475,8
10629;Austria;Grains/Cereals;299,25
10630;Denmark;Meat/Poultry;288
10630;Denmark;Beverages;630
10631;Spain;Beverages;62
10632;France;Condiments;570
10632;France;Dairy Products;50
10633;Belgium;Dairy Products;1368
10633;Belgium;Seafood;78
10633;Belgium;Confections;1093,05
10633;Belgium;Confections;3944
10634;Austria;Produce;1050
10634;Austria;Seafood;3125
10634;Austria;Produce;795
10634;Austria;Beverages;15,5
10635;Denmark;Condiments;220
10635;Denmark;Condiments;320,25
10635;Denmark;Grains/Cereals;840
10636;France;Condiments;550
10636;France;Seafood;79,5
10637;France;Dairy Products;210
10637;France;Dairy Products;406,25
10637;France;Grains/Cereals;2280
10638;Denmark;Seafood;190
10638;Denmark;Condiments;442,05
10638;Denmark;Dairy Products;2088
10639;France;Seafood;500
10640;France;Dairy Products;720
10640;France;Condiments;225
10641;Austria;Beverages;950
10641;Austria;Seafood;1104
10642;France;Dairy Products;300
10642;France;Condiments;570
10643;Belgium;Produce;684
10643;Belgium;Beverages;378
10643;Belgium;Seafood;24
10644;France;Seafood;250
10644;France;Condiments;920
10644;France;Seafood;252
10645;Belarus;Seafood;1250
10645;Belarus;Seafood;285
10646;Denmark;Beverages;270
10646;Denmark;Seafood;558
10646;Denmark;Dairy Products;645
10646;Denmark;Condiments;455
10647;France;Dairy Products;276
10647;France;Condiments;360
10648;France;Grains/Cereals;315
10648;France;Condiments;67,5
10649;Denmark;Produce;912
10649;Denmark;Dairy Products;522
10650;Denmark;Seafood;776,7
10650;Denmark;Meat/Poultry;820
10650;Denmark;Meat/Poultry;223,5
10651;France;Dairy Products;110,4
10651;France;Grains/Cereals;420
10652;Austria;Seafood;51,78
10652;Austria;Grains/Cereals;280
10653;Austria;Confections;523,5
10653;Austria;Dairy Products;680
10654;Belgium;Condiments;264
10654;Belgium;Beverages;360
10654;Belgium;Meat/Poultry;44,7
10655;France;Seafood;193
10656;Denmark;Produce;69,75
10656;Denmark;Condiments;544,6
10656;Denmark;Confections;57
10657;France;Condiments;775
10657;France;Seafood;231,6
10657;France;Seafood;540
10657;France;Dairy Products;95
10657;France;Grains/Cereals;1710
10657;France;Dairy Products;1020
10658;Spain;Confections;600
10658;Spain;Seafood;1288
10658;Spain;Dairy Products;1870
10658;Spain;Condiments;910
10659;France;Dairy Products;250
10659;France;Seafood;441,6
10659;France;Condiments;600
10660;Spain;Confections;1701
10661;Denmark;Beverages;54
10661;Denmark;Seafood;649,25
10662;Denmark;Confections;125
10663;Belgium;Seafood;552
10663;Belgium;Grains/Cereals;420
10663;Belgium;Produce;1060
10664;Austria;Seafood;744
10664;Austria;Grains/Cereals;456
10664;Austria;Condiments;315,75
10665;Denmark;Produce;1060
10665;Denmark;Dairy Products;55
10665;Denmark;Beverages;180
10666;France;Meat/Poultry;4456,44
10666;France;Condiments;210,5
10667;Belgium;Dairy Products;1620
10667;Belgium;Dairy Products;301
10668;France;Dairy Products;100
10668;France;Meat/Poultry;96
10668;France;Grains/Cereals;498,75
10669;France;Seafood;570
10670;Austria;Grains/Cereals;288
10670;Austria;Seafood;720
10670;Austria;Beverages;350
10670;Austria;Seafood;750
10670;Austria;Beverages;193,75
10671;Austria;Confections;174,5
10671;Austria;Confections;493
10671;Austria;Condiments;252,6
10672;Belgium;Beverages;3952,5
10672;Belgium;Dairy Products;258
10673;France;Dairy Products;52,35
10673;France;Grains/Cereals;84
10673;France;Condiments;276
10674;Denmark;Grains/Cereals;45
10675;Austria;Produce;697,5
10675;Austria;Meat/Poultry;328
10675;Austria;Seafood;397,5
10676;France;Seafood;62
10676;France;Dairy Products;64,4
10676;France;Condiments;408,45
10677;Belgium;Confections;936,9
10677;Belgium;Dairy Products;20
10678;France;Dairy Products;3800
10678;France;Dairy Products;75
10678;France;Seafood;1158
10678;France;Meat/Poultry;223,5
10679;Belgium;Dairy Products;660
10680;France;Dairy Products;872,5
10680;France;Dairy Products;250
10680;France;Grains/Cereals;560
10681;Denmark;Confections;276
10681;Denmark;Confections;120
10681;Denmark;Grains/Cereals;931
10682;Belgium;Dairy Products;75
10682;Belgium;Condiments;68
10682;Belgium;Beverages;232,5
10683;Austria;Grains/Cereals;63
10684;Denmark;Seafood;368
10684;Denmark;Confections;380
10684;Denmark;Dairy Products;1020
10685;Austria;Seafood;620
10685;Austria;Seafood;38,6
10685;Austria;Confections;142,5
10686;Belgium;Meat/Poultry;1170
10686;Belgium;Confections;468,45
10687;Denmark;Meat/Poultry;4850
10687;Denmark;Meat/Poultry;1237,9
10687;Denmark;Seafood;114
10688;France;Seafood;558
10688;France;Produce;2736
10688;France;Condiments;196
10689;Belgium;Beverages;630
10690;Belarus;Grains/Cereals;760
10690;Belarus;Condiments;390
10691;Spain;Beverages;540
10691;Spain;Meat/Poultry;4951,6
10691;Spain;Beverages;1840
10691;Spain;Condiments;466,8
10691;Spain;Confections;2366,4
10692;Belgium;Condiments;878
10693;France;Meat/Poultry;582
10693;France;Meat/Poultry;447
10693;France;Dairy Products;1080
10693;France;Seafood;225
10694;Spain;Produce;2700
10694;Spain;Dairy Products;1375
10694;Spain;Beverages;750
10695;France;Condiments;400
10695;France;Dairy Products;152
10695;France;Condiments;90
10696;France;Meat/Poultry;780
10696;France;Seafood;216
10697;Denmark;Confections;64,4
10697;Denmark;Beverages;162
10697;Denmark;Seafood;397,5
10697;Denmark;Beverages;450
10698;Belgium;Dairy Products;315
10698;Belgium;Meat/Poultry;312
10698;Belgium;Meat/Poultry;1485,48
10698;Belgium;Condiments;1368,25
10698;Belgium;Beverages;120
10699;Denmark;Confections;114
10700;France;Condiments;90
10700;France;Condiments;168
10700;France;Dairy Products;500
10700;France;Dairy Products;1290
10701;Denmark;Dairy Products;2310
10701;Denmark;Dairy Products;430
10701;Denmark;Beverages;630
10702;Belgium;Condiments;60
10702;Belgium;Beverages;270
10703;Denmark;Beverages;95
10703;Denmark;Dairy Products;1925
10703;Denmark;Seafood;525
10704;France;Condiments;132
10704;France;Condiments;157,5
10704;France;Dairy Products;306
10705;Austria;Dairy Products;250
10705;Austria;Dairy Products;128
10706;France;Dairy Products;349
10706;France;Condiments;1104
10706;France;Dairy Products;440
10707;Belgium;Meat/Poultry;504
10707;Belgium;Grains/Cereals;780
10707;Belgium;Beverages;420
10708;France;Condiments;85,4
10708;France;Seafood;95
10709;Austria;Condiments;1600
10709;Austria;Produce;1484
10709;Austria;Dairy Products;340
10710;Denmark;Confections;46
10710;Denmark;Confections;47,5
10711;France;Dairy Products;110,4
10711;France;Seafood;405,3
10711;France;Meat/Poultry;3936
10712;Denmark;Meat/Poultry;98,4
10712;Denmark;Grains/Cereals;1140
10713;France;Seafood;558
10713;France;Dairy Products;936,9
10713;France;Seafood;1045
10713;France;Seafood;288
10714;France;Condiments;570
10714;France;Meat/Poultry;1053
10714;France;Dairy Products;475
10714;France;Grains/Cereals;684
10714;France;Seafood;159
10715;Belgium;Seafood;651
10715;Belgium;Dairy Products;645
10716;France;Dairy Products;50
10716;France;Produce;371
10716;France;Condiments;285
10717;Austria;Confections;320
10717;Austria;Meat/Poultry;111,75
10717;Austria;Dairy Products;900
10718;Denmark;Dairy Products;1368
10718;Denmark;Confections;349
10718;Denmark;Seafood;760
10718;Denmark;Confections;986
10719;Denmark;Seafood;750
10719;Denmark;Seafood;77,67
10719;Denmark;Meat/Poultry;298
10720;France;Condiments;378
10720;France;Dairy Products;172
10721;Spain;Condiments;972,5
10722;France;Condiments;57
10722;France;Dairy Products;625
10722;France;Dairy Products;562,5
10722;France;Condiments;325,5
10723;France;Dairy Products;468,45
10724;Denmark;Seafood;496
10724;Denmark;Condiments;142,5
10725;Denmark;Seafood;115,8
10725;Denmark;Grains/Cereals;28
10725;Denmark;Meat/Poultry;144
10726;Austria;Condiments;550
10726;Austria;Dairy Products;105
10727;France;Meat/Poultry;780
10727;France;Grains/Cereals;380
10727;France;Dairy Products;550
10728;France;Seafood;388,35
10728;France;Seafood;110,4
10728;France;Meat/Poultry;288
10728;France;Dairy Products;510
10729;Denmark;Beverages;900
10729;Denmark;Confections;300
10729;Denmark;Confections;650
10730;Belgium;Confections;261,75
10730;Belgium;Dairy Products;37,5
10730;Belgium;Condiments;210,5
10731;Belgium;Confections;400
10731;Belgium;Produce;1590
10732;Belgium;Beverages;360
10733;Belgium;Produce;372
10733;Belgium;Produce;912
10733;Belgium;Grains/Cereals;175
10734;Austria;Condiments;750
10734;Austria;Seafood;388,35
10734;Austria;Beverages;360
10735;Denmark;Condiments;570
10735;Denmark;Condiments;26
10736;Denmark;Condiments;842
10736;Denmark;Beverages;155
10737;France;Seafood;24
10737;France;Seafood;115,8
10738;Spain;Confections;52,35
10739;France;Seafood;114
10739;France;Grains/Cereals;126
10740;France;Produce;228
10740;France;Condiments;630
10740;France;Seafood;380
10740;France;Grains/Cereals;532
10741;Belgium;Beverages;285
10742;Belgium;Condiments;200
10742;Belgium;Dairy Products;1700
10742;Belgium;Dairy Products;1218
10743;Belgium;Seafood;336
10744;France;Seafood;920
10745;Spain;Seafood;1500
10745;Spain;Condiments;311,2
10745;Spain;Dairy Products;2475
10745;Spain;Dairy Products;243,6
10746;Belgium;Seafood;36
10746;Belgium;Grains/Cereals;392
10746;Belgium;Confections;443,7
10746;Belgium;Dairy Products;1440
10747;Belgium;Dairy Products;100
10747;Belgium;Seafood;337,75
10747;Belgium;Condiments;395,1
10747;Belgium;Dairy Products;1080
10748;France;Grains/Cereals;396
10748;France;Seafood;736
10748;France;Grains/Cereals;1064
10749;Denmark;Grains/Cereals;570
10749;Denmark;Dairy Products;330
10749;Denmark;Beverages;180
10750;France;Produce;116,25
10750;France;Seafood;380
10750;France;Dairy Products;1375
10751;France;Dairy Products;374,76
10751;France;Seafood;776,7
10751;France;Dairy Products;325
10751;France;Seafood;225
10752;France;Condiments;144
10752;France;Dairy Products;108
10753;Denmark;Seafood;38
10753;Denmark;Produce;50
10754;Denmark;Seafood;55,2
10755;Belgium;Confections;285
10755;Belgium;Grains/Cereals;1140
10755;Belgium;Grains/Cereals;273
10755;Belgium;Dairy Products;900
10756;France;Seafood;1312,5
10756;France;Seafood;380
10756;France;Dairy Products;75
10756;France;Dairy Products;720
10757;France;Condiments;420
10757;France;Dairy Products;385
10757;France;Dairy Products;1479
10757;France;Grains/Cereals;798
10758;France;Dairy Products;624,6
10758;France;Grains/Cereals;420
10758;France;Condiments;600
10759;Spain;Dairy Products;320
10760;Denmark;Confections;168
10760;Denmark;Confections;1756
10760;Denmark;Beverages;1380
10761;Spain;Confections;490
10761;Spain;Beverages;139,5
10762;Denmark;Beverages;288
10762;Denmark;Confections;285
10762;Denmark;Produce;1484
10762;Denmark;Grains/Cereals;2280
10763;Austria;Confections;400
10763;Austria;Grains/Cereals;126
10763;Austria;Beverages;90
10764;Belgium;Condiments;200
10764;Belgium;Beverages;2340
10765;Spain;Condiments;1684
10766;Denmark;Beverages;760
10766;Denmark;Produce;1050
10766;Denmark;Confections;500
10767;France;Grains/Cereals;28
10768;Belgium;Grains/Cereals;84
10768;Belgium;Dairy Products;625
10768;Belgium;Dairy Products;510
10768;Belgium;Dairy Products;258
10769;France;Seafood;289,5
10769;France;Grains/Cereals;105
10769;France;Condiments;570
10769;France;Dairy Products;739,5
10770;Belarus;Dairy Products;315
10771;Belgium;Dairy Products;344
10772;Denmark;Meat/Poultry;2228,22
10772;Denmark;Dairy Products;1375
10773;Belgium;Meat/Poultry;1287
10773;Belgium;Dairy Products;875
10773;Belgium;Beverages;54,25
10774;Denmark;Dairy Products;25
10774;Denmark;Condiments;850
10775;France;Seafood;186
10775;France;Condiments;42
10776;Belgium;Dairy Products;200
10776;Belgium;Grains/Cereals;168
10776;Belgium;Seafood;256,5
10776;Belgium;Produce;6360
10777;Austria;Grains/Cereals;280
10778;Belgium;Seafood;96,5
10779;Denmark;Confections;349
10779;Denmark;Confections;986
10780;Denmark;Beverages;525
10780;Denmark;Condiments;195
10781;France;Meat/Poultry;22,35
10781;France;Grains/Cereals;760
10781;France;Produce;350
10782;Belgium;Dairy Products;12,5
10783;Belarus;Dairy Products;125
10783;Belarus;Beverages;1317,5
10784;Denmark;Seafood;570
10784;Denmark;Beverages;36
10784;Denmark;Dairy Products;1044
10785;Austria;Seafood;310
10785;Austria;Beverages;77,5
10786;France;Condiments;1200
10786;France;Seafood;388,35
10786;France;Condiments;325,5
10787;Spain;Beverages;285
10787;Spain;Meat/Poultry;2475,8
10788;Spain;Confections;460
10788;Spain;Beverages;310
10789;Austria;Seafood;1875
10789;Austria;Beverages;270
10789;Austria;Condiments;1317
10789;Austria;Confections;225
10790;Austria;Produce;90
10790;Austria;Grains/Cereals;760
10791;Austria;Meat/Poultry;1733,06
10791;Austria;Seafood;193
10792;France;Condiments;190
10792;France;Meat/Poultry;22,35
10792;France;Dairy Products;187,5
10793;Belgium;Seafood;135,1
10793;Belgium;Grains/Cereals;56
10794;France;Produce;348,75
10794;France;Meat/Poultry;44,7
10795;Belgium;Confections;1134,25
10795;Belgium;Meat/Poultry;1365
10796;Austria;Confections;655,83
10796;Austria;Condiments;194,5
10796;Austria;Grains/Cereals;1163,75
10796;Austria;Dairy Products;864
10797;Austria;Dairy Products;420
10798;Denmark;Confections;98,6
10798;Denmark;Dairy Products;348
10799;Denmark;Seafood;120
10799;Denmark;Beverages;90
10799;Denmark;Dairy Products;1375
10800;France;Dairy Products;1050
10800;France;Produce;530
10800;France;Meat/Poultry;52,15
10801;France;Meat/Poultry;1560
10801;France;Meat/Poultry;2475,8
10802;France;Seafood;647,25
10802;France;Produce;1590
10802;France;Meat/Poultry;1440
10802;France;Dairy Products;246,5
10803;France;Dairy Products;220,8
10803;France;Dairy Products;210
10803;France;Dairy Products;825
10804;France;Seafood;1116
10804;France;Produce;1094,4
10804;France;Dairy Products;80
10805;France;Condiments;140
10805;France;Condiments;2635
10806;France;Condiments;380
10806;France;Condiments;42,1
10806;France;Produce;150
10807;Denmark;Seafood;18,4
10808;France;Grains/Cereals;760
10808;France;Condiments;900
10809;France;Grains/Cereals;140
10810;Denmark;Seafood;42
10810;Denmark;Confections;70
10810;Denmark;Beverages;75
10811;Denmark;Confections;138
10811;Denmark;Grains/Cereals;162
10811;Denmark;Seafood;552
10812;France;Dairy Products;200
10812;France;Dairy Products;1392
10812;France;Condiments;260
10813;France;Condiments;228
10813;France;Seafood;420
10814;France;Seafood;193
10814;France;Condiments;920
10814;France;Dairy Products;102
10814;France;Condiments;855
10815;France;Dairy Products;40
10816;Denmark;Beverages;7905
10816;Denmark;Confections;986
10817;Denmark;Confections;1249,2
10817;Denmark;Beverages;7905
10817;Denmark;Seafood;1104
10817;Denmark;Confections;1232,5
10818;Denmark;Dairy Products;640
10818;Denmark;Seafood;193
10819;Belgium;Beverages;322
10819;Belgium;Beverages;155
10820;Spain;Grains/Cereals;1140
10821;France;Condiments;360
10821;France;Produce;318
10822;France;Dairy Products;147,9
10822;France;Condiments;90
10823;Denmark;Dairy Products;420
10823;Denmark;Grains/Cereals;292,5
10823;Denmark;Dairy Products;2200
10823;Denmark;Condiments;195
10824;Denmark;Seafood;115,8
10824;Denmark;Beverages;135
10825;Austria;Confections;374,76
10825;Austria;Meat/Poultry;656
10826;Belgium;Dairy Products;437,5
10826;Belgium;Grains/Cereals;292,5
10827;Belgium;Seafood;465
10827;Belgium;Beverages;378
10828;France;Dairy Products;405
10828;France;Condiments;527
10829;Denmark;Beverages;190
10829;Denmark;Condiments;800
10829;Denmark;Seafood;60
10829;Denmark;Dairy Products;714
10830;France;Condiments;150
10830;France;Condiments;504
10830;France;Dairy Products;1020
10830;France;Dairy Products;300
10831;France;Dairy Products;18,4
10831;France;Condiments;144
10831;France;Condiments;2108
10831;France;Condiments;414
10832;Spain;Seafood;18
10832;Spain;Confections;140
10832;Spain;Condiments;311,2
10832;Spain;Grains/Cereals;99,75
10833;Denmark;Produce;600
10833;Denmark;Dairy Products;112,5
10833;Denmark;Meat/Poultry;295,2
10834;France;Meat/Poultry;990,32
10834;France;Seafood;517,8
10835;Belgium;Dairy Products;825
10835;Belgium;Condiments;26
10836;Belgium;Grains/Cereals;1092
10836;Belgium;Beverages;108
10836;Belgium;Grains/Cereals;468
10836;Belgium;Dairy Products;2040
10836;Belgium;Grains/Cereals;997,5
10837;Belgium;Seafood;36
10837;Belgium;Seafood;460
10837;Belgium;Confections;380
10837;Belgium;Beverages;378
10838;Denmark;Beverages;72
10838;Denmark;Seafood;1562,5
10838;Denmark;Seafood;950
10839;France;Seafood;397,5
10839;France;Dairy Products;522
10840;Denmark;Confections;84
10840;Denmark;Beverages;180
10841;France;Seafood;496
10841;France;Grains/Cereals;1140
10841;France;Dairy Products;2750
10841;France;Condiments;195
10842;France;Dairy Products;315
10842;France;Condiments;230
10842;France;Dairy Products;250
10842;France;Condiments;180
10843;France;Produce;212
10844;Belgium;Grains/Cereals;735
10845;Spain;Grains/Cereals;630
10845;Spain;Beverages;450
10845;Spain;Grains/Cereals;588
10845;Spain;Seafood;795
10845;Spain;Grains/Cereals;1596
10846;France;Condiments;462
10846;France;Condiments;450
10846;France;Produce;200
10847;France;Condiments;1440
10847;France;Dairy Products;110,4
10847;France;Seafood;1560
10847;France;Seafood;342
10847;France;Dairy Products;1530
10847;France;Dairy Products;1182,5
10848;Austria;Condiments;640,5
10848;Austria;Meat/Poultry;291
10849;Denmark;Condiments;490
10849;Denmark;Confections;562,14
10850;France;Dairy Products;280
10850;France;Dairy Products;10
10850;France;Condiments;450
10851;France;Condiments;95
10851;France;Dairy Products;140
10851;France;Grains/Cereals;195
10851;France;Dairy Products;2310
10852;Spain;Beverages;285
10852;Spain;Meat/Poultry;234
10852;Spain;Confections;2465
10853;Belgium;Seafood;625
10854;Belgium;Seafood;3100
10854;Belgium;Seafood;390
10855;France;Dairy Products;872,5
10855;France;Dairy Products;175
10855;France;Grains/Cereals;912
10855;France;Condiments;315,75
10856;Belgium;Beverages;380
10856;Belgium;Grains/Cereals;280
10857;Belgium;Condiments;300
10857;Belgium;Confections;1093,05
10857;Belgium;Meat/Poultry;1237,9
10858;Denmark;Produce;150
10858;Denmark;Confections;439
10858;Denmark;Beverages;60
10859;Austria;Beverages;180
10859;Austria;Meat/Poultry;260,75
10859;Austria;Grains/Cereals;997,5
10860;Austria;Produce;159
10860;Austria;Beverages;360
10861;France;Meat/Poultry;1638
10861;France;Seafood;1250
10861;France;Dairy Products;400
10861;France;Dairy Products;87,5
10861;France;Dairy Products;147,9
10862;Denmark;Dairy Products;525
10862;Denmark;Grains/Cereals;56
10863;Austria;Beverages;360
10863;Austria;Seafood;159
10864;Belgium;Beverages;72
10864;Belgium;Beverages;210
10865;Spain;Beverages;15810
10865;Spain;Beverages;1440
10866;Belgium;Beverages;399
10866;Belgium;Beverages;27
10866;Belgium;Seafood;1035,6
10867;Denmark;Meat/Poultry;98,4
10868;France;Dairy Products;624,6
10868;France;Condiments;540
10868;France;Dairy Products;840
10869;France;Condiments;720
10869;France;Dairy Products;210
10869;France;Grains/Cereals;450
10869;France;Dairy Products;250
10870;France;Condiments;54
10870;France;Produce;106
10871;Belgium;Condiments;1250
10871;Belgium;Confections;209,4
10871;Belgium;Meat/Poultry;624
10872;Austria;Meat/Poultry;240
10872;Austria;Confections;986
10872;Austria;Grains/Cereals;498,75
10872;Austria;Condiments;442,05
10873;France;Dairy Products;200
10873;France;Produce;136,8
10874;Austria;Seafood;310
10875;Belgium;Confections;230
10875;Belgium;Confections;199,5
10875;Belgium;Confections;300
10876;Belgium;Seafood;252
10876;Belgium;Grains/Cereals;665
10877;France;Dairy Products;523,5
10877;France;Seafood;1562,5
10878;Spain;Confections;1620
10879;France;Seafood;220,8
10879;France;Condiments;210,5
10879;France;Condiments;180
10880;Denmark;Grains/Cereals;270
10880;Denmark;Condiments;855
10880;Denmark;Beverages;750
10881;Belgium;Seafood;150
10882;France;Grains/Cereals;350
10882;France;Dairy Products;400
10882;France;Meat/Poultry;238,4
10883;Denmark;Beverages;36
10884;Denmark;Confections;400
10884;Denmark;Grains/Cereals;798
10884;Denmark;Condiments;252,6
10885;France;Condiments;380
10885;France;Condiments;54
10885;France;Condiments;450
10885;France;Condiments;325
10886;Belarus;Seafood;2170
10886;Belarus;Dairy Products;437,5
10886;Belarus;Condiments;520
10887;Denmark;Confections;70
10888;Austria;Beverages;380
10888;Austria;Confections;225
10889;Spain;Dairy Products;840
10889;Spain;Beverages;10540
10890;Austria;Meat/Poultry;585
10890;Austria;Beverages;140
10890;Austria;Seafood;135,1
10891;Denmark;Seafood;388,35
10892;Denmark;Dairy Products;2200
10893;Denmark;Condiments;1200
10893;Denmark;Beverages;45
10893;Denmark;Meat/Poultry;2970,96
10893;Denmark;Seafood;906,15
10893;Denmark;Seafood;380
10894;France;Seafood;168
10894;France;Dairy Products;1800
10894;France;Condiments;930
10895;Belgium;Beverages;495
10895;Belgium;Beverages;810
10895;Belgium;Seafood;1674,4
10895;Belgium;Dairy Products;3400
10896;Denmark;Seafood;142,5
10896;Denmark;Grains/Cereals;608
10897;Denmark;Meat/Poultry;9903,2
10897;Denmark;Seafood;932,04
10898;France;Seafood;30
10899;Denmark;Beverages;144
10900;France;Condiments;45
10901;Austria;Seafood;289,5
10901;Austria;Dairy Products;645
10902;Denmark;Meat/Poultry;720
10902;Denmark;Confections;295,8
10903;Belarus;Seafood;240
10903;Belarus;Condiments;442,05
10903;Belarus;Confections;250
10904;France;Seafood;198,75
10904;France;Dairy Products;1725,5
10905;France;Condiments;360
10906;France;Condiments;427,5
10907;Spain;Beverages;108,5
10908;France;Produce;600
10908;France;Grains/Cereals;98
10909;France;Produce;360
10909;France;Dairy Products;261,75
10909;France;Seafood;48,25
10910;France;Dairy Products;110,4
10910;France;Dairy Products;200
10910;France;Condiments;142,5
10911;Austria;Beverages;180
10911;Austria;Meat/Poultry;468
10911;Austria;Beverages;210
10912;Denmark;Dairy Products;840
10912;Denmark;Meat/Poultry;7427,4
10913;France;Condiments;660
10913;France;Dairy Products;100
10913;France;Seafood;198,75
10914;France;Dairy Products;537,5
10915;France;Meat/Poultry;390
10915;France;Dairy Products;75
10915;France;Meat/Poultry;74,5
10916;France;Dairy Products;104,7
10916;France;Dairy Products;192
10916;France;Grains/Cereals;390
10917;France;Seafood;25,89
10917;France;Dairy Products;340
10918;Belgium;Beverages;1080
10918;Belgium;Dairy Products;850
10919;Denmark;Confections;418,8
10919;Denmark;Confections;336
10919;Denmark;Seafood;368
10920;Belgium;Confections;390
10921;France;Condiments;180
10921;France;Condiments;1756
10922;Belarus;Meat/Poultry;585
10922;Belarus;Beverages;157,5
10923;Spain;Grains/Cereals;140
10923;Spain;Beverages;460
10923;Spain;Beverages;336
10924;Belgium;Seafood;620
10924;Belgium;Produce;1368
10924;Belgium;Beverages;46,5
10925;Belarus;Seafood;475
10925;Belarus;Grains/Cereals;84
10926;Spain;Dairy Products;42
10926;Spain;Seafood;60
10926;Spain;Confections;64,4
10926;Spain;Dairy Products;348
10927;Denmark;Confections;405
10927;Denmark;Grains/Cereals;35
10927;Denmark;Beverages;360
10928;Denmark;Confections;47,5
10928;Denmark;Beverages;90
10929;Austria;Confections;600
10929;Austria;Beverages;379,75
10929;Austria;Condiments;195
10930;France;Dairy Products;360
10930;France;Dairy Products;1097,5
10930;France;Meat/Poultry;600
10930;France;Seafood;397,5
10931;France;Seafood;252
10931;France;Grains/Cereals;585
10932;Belgium;Confections;523,5
10932;Belgium;Confections;690,2
10932;Belgium;Dairy Products;556,8
10932;Belgium;Beverages;155
10933;Denmark;Meat/Poultry;65,6
10933;Denmark;Condiments;855
10934;Denmark;Condiments;500
10935;France;Condiments;378
10935;France;Seafood;250
10935;France;Grains/Cereals;72
10936;Denmark;Seafood;570
10937;Belgium;Produce;364,8
10937;Belgium;Beverages;280
10938;Spain;Seafood;120
10938;Spain;Beverages;1104
10938;Spain;Dairy Products;1666
10938;Spain;Dairy Products;752,5
10939;Denmark;Beverages;190
10939;Denmark;Beverages;560
10940;Belgium;Produce;240
10940;Belgium;Seafood;120
10941;France;Dairy Products;550
10941;France;Dairy Products;1479
10941;France;Dairy Products;1000
10941;France;Dairy Products;1740
10942;France;Dairy Products;560
10943;Belgium;Seafood;90
10943;Belgium;Grains/Cereals;441
10943;Belgium;Seafood;180
10944;Belgium;Dairy Products;105
10944;Belgium;Condiments;350,1
10944;Belgium;Grains/Cereals;684
10945;Denmark;Seafood;120
10945;Denmark;Dairy Products;125
10946;France;Seafood;775
